Name,Season,Lg,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Ken Austin,Career,NBA,7.0,0.0,4.0,0.9,1.9,0.462,0.0,0.0,0.0,0.9,1.9,0.462,0.462,0.0,0.0,0.0,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7
Anthony Avent,Career,NBA,352.0,156.0,19.1,2.3,5.7,0.40299999999999997,0.0,0.0,0.0,2.3,5.7,0.40399999999999997,0.40299999999999997,0.9,1.4,0.6859999999999999,1.6,2.9,4.5,0.8,0.5,0.6,1.2,2.3,5.6
William Avery,Career,NBA,142.0,1.0,8.5,1.0,2.9,0.33,0.3,1.1,0.255,0.7,1.8,0.376,0.37799999999999995,0.5,0.6,0.7140000000000001,0.1,0.5,0.7,1.4,0.2,0.0,0.7,0.9,2.7
Dennis Awtrey,Career,NBA,733.0,3.0,19.3,1.9,4.1,0.45899999999999996,0.0,0.0,0.0,1.9,4.1,0.45899999999999996,0.45899999999999996,1.0,1.6,0.652,1.3,2.9,4.6,2.0,0.4,0.3,1.1,2.3,4.8
Gustavo Ayón,Career,NBA,135.0,41.0,16.7,2.1,3.9,0.536,0.0,0.0,0.0,2.1,3.9,0.537,0.536,0.5,1.0,0.504,1.4,3.0,4.4,1.3,0.7,0.5,0.9,2.0,4.7
Jeff Ayres,Career,NBA,237.0,15.0,9.8,1.2,2.2,0.5529999999999999,0.0,0.0,0.4,1.2,2.2,0.5539999999999999,0.555,0.5,0.6,0.7759999999999999,0.8,1.8,2.7,0.4,0.2,0.3,0.6,1.5,2.9
Deandre Ayton,Career,NBA,71.0,70.0,30.7,7.2,12.3,0.585,0.0,0.1,0.0,7.2,12.2,0.588,0.585,2.0,2.7,0.746,3.1,7.1,10.3,1.8,0.9,0.9,1.8,2.9,16.3
Kelenna Azubuike,Career,NBA,208.0,84.0,24.2,3.9,8.4,0.45899999999999996,1.0,2.5,0.409,2.8,5.9,0.48,0.519,1.8,2.3,0.77,1.2,2.8,4.0,1.1,0.6,0.5,1.0,2.0,10.5
Chris Babb,Career,NBA,14.0,0.0,9.4,0.6,2.1,0.267,0.4,1.9,0.222,0.1,0.2,0.667,0.36700000000000005,0.0,0.0,0.0,0.3,0.9,1.2,0.2,0.4,0.0,0.2,0.9,1.6
Luke Babbitt,Career,NBA,381.0,107.0,14.0,1.7,4.2,0.408,1.0,2.6,0.402,0.7,1.6,0.41700000000000004,0.532,0.3,0.4,0.747,0.3,1.9,2.2,0.6,0.2,0.2,0.4,1.4,4.8
Milo Babi,Career,NBA,21.0,0.0,4.1,0.6,1.5,0.375,0.0,0.0,0.0,0.6,1.5,0.375,0.375,0.6,1.0,0.65,0.4,0.6,1.0,0.5,0.1,0.0,0.5,0.3,1.8
Dwayne Bacon,Career,NBA,96.0,19.0,15.3,2.0,4.7,0.43200000000000005,0.5,1.4,0.377,1.5,3.3,0.455,0.48700000000000004,0.6,0.7,0.7609999999999999,0.1,2.1,2.2,0.9,0.3,0.1,0.4,1.2,5.1
Dalibor Bagari,Career,NBA,95.0,0.0,10.2,1.0,2.8,0.361,0.0,0.0,0.0,1.0,2.8,0.363,0.361,0.6,1.1,0.5589999999999999,0.9,1.6,2.5,0.4,0.3,0.5,0.8,1.7,2.6
John Bagley,Career,NBA,665.0,401.0,25.7,3.5,8.1,0.43700000000000006,0.2,0.7,0.24100000000000002,3.4,7.4,0.456,0.44799999999999995,1.5,1.9,0.779,0.6,2.0,2.6,6.0,1.1,0.1,2.3,1.6,8.7
Marvin Bagley III,Career,NBA,62.0,4.0,25.3,5.7,11.4,0.504,0.5,1.5,0.313,5.3,9.8,0.534,0.525,2.9,4.2,0.691,2.6,5.0,7.6,1.0,0.5,1.0,1.6,1.9,14.9
Carl Bailey,Career,NBA,1.0,0.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0
James Bailey,Career,NBA,595.0,105.0,19.5,3.4,7.1,0.484,0.0,0.0,0.077,3.4,7.1,0.485,0.484,1.9,2.8,0.703,1.7,3.3,5.0,0.8,0.5,0.9,1.8,3.3,8.8
Thurl Bailey,Career,NBA,928.0,229.0,26.8,5.1,10.8,0.473,0.0,0.0,0.114,5.1,10.8,0.474,0.473,2.5,3.1,0.812,1.4,3.7,5.1,1.4,0.5,1.2,1.6,2.0,12.8
Toby Bailey,Career,NBA,73.0,12.0,9.6,1.3,3.1,0.40700000000000003,0.0,0.2,0.2,1.2,2.9,0.42200000000000004,0.414,0.7,1.1,0.6920000000000001,0.7,1.0,1.7,0.6,0.3,0.1,0.5,1.1,3.3
Cameron Bairstow,Career,NBA,36.0,3.0,4.6,0.4,1.5,0.29600000000000004,0.0,0.1,0.2,0.4,1.4,0.306,0.306,0.3,0.4,0.846,0.3,0.7,1.0,0.2,0.1,0.1,0.2,0.8,1.2
Mark Baker,Career,NBA,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Maurice Baker,Career,NBA,5.0,0.0,3.8,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.2,0.2,0.0,0.2,0.6,0.0
Ron Baker,Career,NBA,96.0,14.0,14.5,1.1,3.1,0.358,0.4,1.4,0.265,0.7,1.7,0.433,0.41700000000000004,0.6,0.8,0.7070000000000001,0.2,1.3,1.4,1.8,0.7,0.2,0.8,1.3,3.1
Vin Baker,Career,NBA,791.0,604.0,32.5,5.9,12.2,0.485,0.0,0.2,0.215,5.9,12.0,0.49,0.48700000000000004,3.1,4.8,0.638,2.9,4.6,7.4,1.9,0.7,1.0,2.2,3.2,15.0
Wade Baldwin,Career,NBA,56.0,1.0,10.3,1.1,3.0,0.355,0.2,0.6,0.25,0.9,2.4,0.38299999999999995,0.382,0.8,1.0,0.7759999999999999,0.3,1.0,1.2,1.4,0.4,0.2,1.0,1.1,3.1
Renaldo Balkman,Career,NBA,221.0,12.0,13.9,1.7,3.3,0.51,0.0,0.3,0.172,1.6,3.0,0.5429999999999999,0.518,0.7,1.2,0.542,1.3,2.2,3.5,0.6,0.7,0.5,0.6,1.9,4.0
Cedric Ball,Career,NBA,7.0,0.0,3.7,0.4,1.1,0.375,0.0,0.0,0.0,0.4,1.1,0.375,0.375,0.3,0.3,1.0,0.7,0.9,1.6,0.0,0.0,0.3,0.3,0.7,1.1
Lonzo Ball,Career,NBA,99.0,95.0,32.4,3.9,10.3,0.38,1.7,5.3,0.315,2.3,5.0,0.449,0.461,0.5,1.2,0.43700000000000006,1.2,4.9,6.2,6.4,1.6,0.6,2.4,2.3,10.0
Greg Ballard,Career,NBA,802.0,337.0,27.5,5.3,11.1,0.47200000000000003,0.1,0.4,0.33799999999999997,5.1,10.8,0.47600000000000003,0.47700000000000004,1.8,2.3,0.787,1.8,4.3,6.1,2.2,1.1,0.3,1.3,2.3,12.4
Mohamed Bamba,Career,NBA,47.0,1.0,16.3,2.5,5.2,0.48100000000000004,0.4,1.5,0.3,2.0,3.7,0.555,0.525,0.8,1.3,0.5870000000000001,1.4,3.6,5.0,0.8,0.3,1.4,0.9,2.2,6.2
Gene Banks,Career,NBA,468.0,264.0,27.9,4.6,8.5,0.539,0.0,0.1,0.043,4.6,8.4,0.545,0.539,2.2,3.0,0.73,2.2,3.7,5.8,2.9,0.9,0.2,1.8,2.8,11.3
Marcus Banks,Career,NBA,348.0,37.0,16.0,2.1,4.9,0.43200000000000005,0.4,1.1,0.327,1.8,3.8,0.462,0.469,1.3,1.7,0.768,0.3,1.2,1.5,2.1,0.8,0.2,1.3,1.9,5.9
Ken Bannister,Career,NBA,253.0,71.0,15.3,2.3,4.8,0.488,0.0,0.0,0.0,2.3,4.7,0.489,0.488,1.3,2.6,0.49200000000000005,1.1,2.4,3.5,0.4,0.4,0.3,1.4,2.6,5.9
Mike Bantom,Career,NBA,706.0,38.0,27.9,4.9,10.4,0.46799999999999997,0.0,0.1,0.2,4.9,10.4,0.469,0.46799999999999997,2.4,3.4,0.6920000000000001,2.3,4.1,6.4,2.3,0.9,0.7,2.4,3.5,12.1
Leandro Barbosa,Career,NBA,850.0,112.0,21.6,4.0,8.7,0.45899999999999996,1.2,3.0,0.387,2.8,5.7,0.498,0.526,1.5,1.8,0.821,0.4,1.6,2.0,2.1,0.8,0.1,1.2,1.9,10.6
Steve Bardo,Career,NBA,33.0,0.0,9.1,0.8,2.6,0.32899999999999996,0.0,0.3,0.1,0.8,2.3,0.36,0.335,0.5,0.7,0.696,0.4,1.4,1.8,1.3,0.4,0.1,0.7,1.4,2.2
J.J. Barea,Career,NBA,802.0,101.0,19.7,3.4,8.1,0.424,1.0,2.8,0.35100000000000003,2.4,5.3,0.46299999999999997,0.485,1.1,1.4,0.792,0.3,1.8,2.1,3.9,0.4,0.0,1.5,1.4,9.0
Andrea Bargnani,Career,NBA,550.0,377.0,28.7,5.3,12.1,0.439,1.1,3.2,0.354,4.2,8.9,0.47,0.486,2.5,3.0,0.8240000000000001,1.0,3.7,4.6,1.2,0.4,0.9,1.5,2.4,14.3
Charles Barkley,Career,NBA,1073.0,1012.0,36.7,7.9,14.5,0.541,0.5,1.9,0.266,7.4,12.7,0.581,0.5579999999999999,5.9,8.1,0.735,4.0,7.7,11.7,3.9,1.5,0.8,3.1,3.1,22.1
Erick Barkley,Career,NBA,27.0,4.0,9.9,1.2,3.3,0.35600000000000004,0.1,0.6,0.267,1.0,2.8,0.373,0.37799999999999995,0.3,0.4,0.9,0.2,0.6,0.8,1.5,0.7,0.0,0.6,1.1,2.9
Harrison Barnes,Career,NBA,540.0,479.0,30.7,5.0,11.3,0.446,1.2,3.3,0.374,3.8,8.1,0.475,0.5,2.2,2.8,0.795,1.0,3.9,4.9,1.5,0.7,0.2,1.2,1.7,13.6
Matt Barnes,Career,NBA,929.0,359.0,23.6,3.0,6.9,0.436,1.1,3.2,0.335,1.9,3.7,0.522,0.513,1.1,1.5,0.745,1.1,3.5,4.6,1.8,0.8,0.5,1.3,2.5,8.2
Andre Barrett,Career,NBA,67.0,1.0,12.2,1.3,3.6,0.369,0.3,1.0,0.24600000000000002,1.1,2.6,0.419,0.405,0.4,0.5,0.727,0.3,0.7,1.1,2.0,0.4,0.0,0.7,1.0,3.3
Earl Barron,Career,NBA,140.0,31.0,14.2,1.8,4.9,0.371,0.0,0.1,0.16699999999999998,1.8,4.8,0.377,0.373,0.9,1.3,0.7020000000000001,1.3,2.2,3.5,0.5,0.3,0.2,0.8,1.9,4.6
Dana Barros,Career,NBA,850.0,264.0,22.9,3.9,8.4,0.46,1.3,3.1,0.41100000000000003,2.6,5.3,0.488,0.536,1.5,1.7,0.858,0.3,1.6,1.9,3.3,0.9,0.1,1.4,1.3,10.5
Brent Barry,Career,NBA,912.0,449.0,25.9,3.2,6.9,0.46,1.5,3.8,0.405,1.6,3.1,0.525,0.57,1.4,1.7,0.823,0.5,2.6,3.0,3.2,1.0,0.3,1.4,1.9,9.3
Drew Barry,Career,NBA,60.0,0.0,10.0,0.7,1.7,0.41700000000000004,0.4,1.1,0.381,0.3,0.7,0.475,0.534,0.4,0.5,0.774,0.1,1.0,1.1,1.9,0.3,0.0,0.9,1.3,2.2
Jon Barry,Career,NBA,821.0,36.0,16.9,1.9,4.5,0.434,0.8,2.0,0.392,1.1,2.4,0.47,0.524,1.1,1.2,0.848,0.4,1.5,1.8,2.2,0.9,0.1,1.0,1.2,5.7
Will Barton,Career,NBA,438.0,103.0,23.3,3.9,9.0,0.431,1.1,3.1,0.341,2.8,5.9,0.478,0.489,1.7,2.2,0.7879999999999999,0.7,3.3,3.9,2.4,0.7,0.4,1.3,1.5,10.5
Eddie Basden,Career,NBA,19.0,0.0,7.4,0.8,1.9,0.405,0.1,0.4,0.14300000000000002,0.7,1.6,0.467,0.419,0.4,0.5,0.8,0.4,1.1,1.5,0.4,0.5,0.1,0.5,0.9,2.1
Brandon Bass,Career,NBA,758.0,283.0,21.6,3.4,6.8,0.499,0.0,0.1,0.207,3.4,6.7,0.502,0.5,1.9,2.3,0.8320000000000001,1.5,3.0,4.5,0.8,0.4,0.6,0.9,1.8,8.7
Maceo Baston,Career,NBA,105.0,4.0,7.9,1.0,1.6,0.616,0.0,0.1,0.375,1.0,1.6,0.628,0.625,0.7,0.9,0.74,0.5,1.1,1.7,0.2,0.2,0.4,0.5,1.3,2.7
Mengke Bateer,Career,NBA,46.0,10.0,10.7,1.3,3.4,0.391,0.1,0.3,0.33299999999999996,1.2,3.1,0.397,0.40700000000000003,0.6,0.8,0.7440000000000001,0.8,1.6,2.5,0.6,0.2,0.1,0.9,2.6,3.4
Billy Ray Bates,Career,NBA,187.0,3.0,17.8,4.8,10.1,0.474,0.2,0.6,0.303,4.6,9.4,0.485,0.483,2.0,2.5,0.7959999999999999,0.8,0.9,1.7,1.9,0.8,0.1,1.5,1.4,11.7
Keita Bates-Diop,Career,NBA,30.0,3.0,16.8,2.0,4.7,0.423,0.4,1.7,0.25,1.6,3.0,0.522,0.46799999999999997,0.6,0.9,0.643,0.5,2.2,2.8,0.6,0.6,0.5,0.5,1.0,5.0
Esteban Batista,Career,NBA,70.0,3.0,8.2,0.6,1.4,0.43799999999999994,0.0,0.0,0.0,0.6,1.4,0.442,0.43799999999999994,0.5,0.9,0.617,1.0,1.5,2.5,0.2,0.3,0.2,0.6,1.8,1.7
Mike Batiste,Career,NBA,75.0,2.0,16.6,2.6,6.2,0.42200000000000004,0.2,1.1,0.222,2.4,5.1,0.46399999999999997,0.441,0.9,1.2,0.784,1.1,2.3,3.4,0.7,0.6,0.2,0.9,1.6,6.4
Tony Battie,Career,NBA,837.0,429.0,21.1,2.6,5.2,0.488,0.0,0.1,0.162,2.5,5.2,0.494,0.49,0.9,1.4,0.69,1.6,3.5,5.1,0.6,0.5,0.9,0.8,2.6,6.1
Shane Battier,Career,NBA,977.0,705.0,30.7,3.1,7.0,0.43700000000000006,1.3,3.3,0.384,1.8,3.6,0.486,0.529,1.2,1.6,0.743,1.3,2.9,4.2,1.8,1.0,0.9,0.9,2.3,8.6
John Battle,Career,NBA,612.0,62.0,17.8,3.4,7.2,0.46399999999999997,0.1,0.4,0.273,3.3,6.9,0.474,0.47100000000000003,1.9,2.4,0.7929999999999999,0.3,1.1,1.3,2.1,0.4,0.1,1.1,1.4,8.7
Kenny Battle,Career,NBA,134.0,17.0,13.4,1.8,3.6,0.504,0.0,0.2,0.133,1.8,3.4,0.529,0.508,1.0,1.4,0.725,1.0,1.4,2.4,0.8,0.7,0.2,0.7,1.6,4.7
Dave Batton,Career,NBA,58.0,5.0,10.2,1.6,3.5,0.44799999999999995,0.0,0.1,0.0,1.6,3.4,0.455,0.44799999999999995,0.1,0.3,0.47100000000000003,0.8,1.3,2.1,0.6,0.3,0.3,0.6,1.1,3.2
Nicolas Batum,Career,NBA,767.0,711.0,31.6,4.2,9.6,0.435,1.6,4.5,0.358,2.6,5.1,0.503,0.519,1.8,2.1,0.841,1.1,4.2,5.3,3.8,1.0,0.6,1.9,1.8,11.8
Lonny Baxter,Career,NBA,162.0,5.0,11.6,1.5,3.3,0.466,0.0,0.0,0.2,1.5,3.2,0.469,0.467,0.9,1.3,0.657,1.1,1.8,2.9,0.2,0.2,0.4,0.7,2.0,3.9
Jerryd Bayless,Career,NBA,586.0,99.0,21.3,2.9,7.1,0.41100000000000003,0.9,2.4,0.361,2.1,4.8,0.436,0.47100000000000003,1.7,2.0,0.818,0.3,1.8,2.1,2.9,0.6,0.1,1.4,2.1,8.4
Aron Baynes,Career,NBA,427.0,109.0,15.1,2.2,4.4,0.498,0.1,0.2,0.281,2.1,4.1,0.509,0.505,1.0,1.3,0.8079999999999999,1.5,2.9,4.4,0.7,0.2,0.5,0.8,2.1,5.4
Sergei Bazarevich,Career,NBA,10.0,0.0,7.4,1.1,2.2,0.5,0.1,0.6,0.16699999999999998,1.0,1.6,0.625,0.523,0.7,0.9,0.778,0.1,0.6,0.7,1.4,0.1,0.1,0.7,1.0,3.0
Kent Bazemore,Career,NBA,483.0,257.0,20.7,3.1,7.5,0.419,1.0,3.0,0.35200000000000004,2.1,4.5,0.46299999999999997,0.489,1.4,2.0,0.7190000000000001,0.4,2.7,3.1,1.9,1.0,0.5,1.5,1.9,8.7
Bradley Beal,Career,NBA,488.0,454.0,34.4,7.3,16.2,0.452,2.2,5.7,0.384,5.1,10.5,0.488,0.519,3.0,3.8,0.7979999999999999,0.8,3.1,3.9,3.7,1.1,0.4,2.1,2.2,19.8
Jerome Beasley,Career,NBA,2.0,0.0,2.5,0.5,1.5,0.33299999999999996,0.0,0.0,0.0,0.5,1.5,0.33299999999999996,0.33299999999999996,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,1.0
Malik Beasley,Career,NBA,165.0,19.0,15.9,2.8,6.0,0.461,1.2,3.1,0.38799999999999996,1.5,2.9,0.539,0.562,0.5,0.7,0.789,0.3,1.4,1.7,0.8,0.5,0.1,0.5,1.0,7.2
Michael Beasley,Career,NBA,609.0,238.0,22.8,5.1,10.9,0.465,0.5,1.4,0.349,4.6,9.5,0.48100000000000004,0.48700000000000004,1.8,2.4,0.759,1.1,3.6,4.7,1.3,0.6,0.5,1.7,2.1,12.4
Rodrigue Beaubois,Career,NBA,182.0,54.0,15.9,2.8,6.3,0.439,0.7,2.2,0.325,2.0,4.1,0.5,0.496,0.8,1.0,0.81,0.3,1.6,1.9,2.1,0.7,0.3,1.1,1.7,7.1
Corey Beck,Career,NBA,88.0,14.0,10.8,1.1,2.3,0.451,0.0,0.1,0.6,1.0,2.3,0.44799999999999995,0.45899999999999996,0.6,0.9,0.684,0.4,1.0,1.4,1.4,0.5,0.1,1.0,1.5,2.7
William Bedford,Career,NBA,238.0,30.0,10.6,1.7,4.1,0.41600000000000004,0.0,0.1,0.318,1.7,4.0,0.418,0.419,0.6,1.0,0.605,0.8,1.6,2.4,0.5,0.2,0.5,0.7,1.5,4.1
Marco Belinelli,Career,NBA,803.0,219.0,23.2,3.5,8.3,0.425,1.4,3.8,0.376,2.1,4.5,0.467,0.512,1.5,1.8,0.847,0.2,1.9,2.1,1.7,0.6,0.1,1.0,1.5,10.0
Charlie Bell,Career,NBA,376.0,137.0,24.9,3.2,7.7,0.41200000000000003,1.2,3.2,0.361,2.0,4.5,0.449,0.488,1.0,1.3,0.769,0.5,1.7,2.2,2.3,0.8,0.1,1.0,2.0,8.5
Jordan Bell,Career,NBA,125.0,16.0,12.8,1.7,3.0,0.57,0.0,0.0,0.0,1.7,3.0,0.58,0.57,0.4,0.7,0.647,0.9,2.2,3.1,1.4,0.4,0.9,0.7,1.4,3.9
Raja Bell,Career,NBA,706.0,479.0,28.1,3.7,8.4,0.434,1.4,3.3,0.406,2.3,5.1,0.452,0.514,1.2,1.6,0.799,0.6,2.2,2.8,1.7,0.7,0.2,1.0,2.6,9.9
Troy Bell,Career,NBA,6.0,0.0,5.7,0.7,3.0,0.222,0.0,0.7,0.0,0.7,2.3,0.28600000000000003,0.222,0.5,0.5,1.0,0.5,0.2,0.7,0.7,0.2,0.0,1.0,1.0,1.8
DeAndre' Bembry,Career,NBA,146.0,19.0,18.9,2.6,5.8,0.445,0.4,1.5,0.281,2.1,4.3,0.504,0.48200000000000004,0.8,1.3,0.605,0.5,2.8,3.3,1.9,0.9,0.4,1.4,1.7,6.3
Dragan Bender,Career,NBA,171.0,64.0,20.3,1.9,4.9,0.39399999999999996,1.0,3.1,0.321,1.0,1.9,0.516,0.494,0.4,0.7,0.647,0.6,3.2,3.8,1.2,0.3,0.6,1.1,1.9,5.3
Jonathan Bender,Career,NBA,262.0,28.0,14.7,1.9,4.7,0.41700000000000004,0.4,1.1,0.34,1.6,3.5,0.442,0.45799999999999996,1.3,1.7,0.763,0.6,1.6,2.2,0.6,0.2,0.6,1.0,1.5,5.5
Jerrelle Benimon,Career,NBA,2.0,0.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,1.5,0.0,0.0,0.0,0.5,0.0,0.0
Benoit Benjamin,Career,NBA,807.0,614.0,27.2,4.4,9.0,0.49700000000000005,0.0,0.0,0.048,4.4,8.9,0.498,0.49700000000000005,2.5,3.5,0.721,1.8,5.7,7.5,1.3,0.6,2.0,2.3,2.8,11.4
Corey Benjamin,Career,NBA,153.0,16.0,14.3,2.1,5.3,0.39,0.4,1.3,0.289,1.7,4.0,0.423,0.425,0.9,1.4,0.652,0.5,1.1,1.7,0.9,0.5,0.3,1.1,2.1,5.5
Anthony Bennett,Career,NBA,151.0,4.0,12.6,1.7,4.2,0.392,0.2,0.9,0.261,1.4,3.3,0.42700000000000005,0.42,0.8,1.2,0.67,0.9,2.3,3.1,0.5,0.4,0.2,0.7,1.4,4.4
Elmer Bennett,Career,NBA,21.0,0.0,7.6,0.8,2.2,0.34,0.1,0.5,0.273,0.6,1.7,0.361,0.37200000000000005,0.6,0.9,0.722,0.0,0.4,0.5,1.0,0.4,0.0,1.0,0.8,2.3
Mario Bennett,Career,NBA,68.0,18.0,8.9,1.6,3.1,0.534,0.0,0.0,0.33299999999999996,1.6,3.0,0.537,0.536,0.7,1.3,0.511,1.2,1.4,2.7,0.4,0.5,0.3,0.5,1.6,4.0
Mel Bennett,Career,TOT,204.0,0.0,18.3,2.4,6.2,0.382,0.0,0.0,0.0,2.4,6.1,0.384,0.382,2.2,3.5,0.609,2.2,2.5,4.7,1.0,0.6,0.5,1.8,2.6,6.9
Tony Bennett,Career,NBA,152.0,7.0,12.4,1.5,3.5,0.41200000000000003,0.4,1.1,0.335,1.1,2.4,0.446,0.46399999999999997,0.3,0.4,0.732,0.2,0.8,1.0,2.0,0.5,0.0,0.6,1.3,3.5
Winston Bennett,Career,NBA,136.0,92.0,15.9,1.9,4.4,0.425,0.0,0.0,0.0,1.9,4.4,0.426,0.425,1.0,1.4,0.6940000000000001,1.3,1.7,3.0,0.9,0.4,0.2,0.8,2.2,4.8
David Benoit,Career,NBA,492.0,179.0,18.9,2.7,6.2,0.43799999999999994,0.4,1.3,0.319,2.3,4.9,0.47,0.47200000000000003,1.2,1.5,0.795,1.2,2.9,4.0,0.6,0.4,0.5,0.9,2.1,7.0
Keith Benson,Career,NBA,3.0,0.0,3.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,0.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Kent Benson,Career,NBA,680.0,233.0,23.1,3.8,7.7,0.493,0.0,0.1,0.20600000000000002,3.8,7.6,0.495,0.494,1.5,2.0,0.757,1.8,3.9,5.7,1.8,0.9,0.9,1.6,2.8,9.1
Ben Bentil,Career,NBA,3.0,0.0,3.3,0.0,1.0,0.0,0.0,0.3,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.0,0.3,0.3,0.0
Ricky Berry,Career,NBA,64.0,21.0,22.0,4.0,8.9,0.45,1.0,2.5,0.406,3.0,6.4,0.467,0.507,2.0,2.6,0.789,0.9,2.2,3.1,1.3,0.6,0.3,1.3,3.1,11.0
Walter Berry,Career,NBA,205.0,132.0,23.7,5.9,10.9,0.539,0.0,0.0,0.2,5.9,10.8,0.54,0.54,2.3,3.7,0.638,1.9,2.8,4.7,1.4,0.6,0.7,2.0,2.9,14.1
Dairis Bertāns,Career,NBA,12.0,0.0,13.9,1.0,3.9,0.255,0.8,2.8,0.294,0.2,1.1,0.154,0.36200000000000004,0.0,0.0,0.0,0.2,0.6,0.8,0.8,0.1,0.0,0.2,0.6,2.8
Dāvis Bertāns,Career,NBA,220.0,28.0,16.0,2.1,4.8,0.444,1.4,3.5,0.40399999999999997,0.7,1.3,0.552,0.591,0.6,0.7,0.846,0.3,2.1,2.3,1.0,0.4,0.4,0.5,1.4,6.2
Travis Best,Career,NBA,708.0,148.0,21.4,2.8,6.6,0.431,0.4,1.1,0.345,2.5,5.5,0.449,0.46,1.6,1.9,0.835,0.3,1.4,1.8,3.5,0.9,0.1,1.3,2.3,7.6
Patrick Beverley,Career,NBA,380.0,300.0,28.3,3.2,7.7,0.41200000000000003,1.6,4.2,0.38,1.6,3.5,0.452,0.517,1.1,1.4,0.77,1.2,3.1,4.3,3.5,1.2,0.4,1.3,3.1,9.0
Sim Bhullar,Career,NBA,3.0,0.0,1.0,0.3,0.7,0.5,0.0,0.0,0.0,0.3,0.7,0.5,0.5,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.0,0.3,0.0,0.0,0.7
Mike Bibby,Career,NBA,1001.0,950.0,33.9,5.4,12.4,0.436,1.5,4.0,0.379,3.9,8.4,0.46299999999999997,0.49700000000000005,2.4,2.9,0.802,0.5,2.6,3.1,5.5,1.2,0.1,2.1,1.9,14.7
Andris Biedri,Career,NBA,516.0,311.0,21.6,2.8,4.7,0.594,0.0,0.0,0.0,2.8,4.7,0.595,0.594,0.7,1.5,0.5,2.3,4.7,7.0,0.9,0.6,1.1,0.9,3.2,6.3
Chauncey Billups,Career,NBA,1043.0,937.0,31.6,4.5,10.9,0.415,1.8,4.5,0.387,2.8,6.4,0.435,0.495,4.3,4.8,0.894,0.5,2.4,2.9,5.4,1.0,0.2,2.0,2.1,15.2
Joe Binion,Career,NBA,11.0,0.0,4.6,0.4,0.9,0.4,0.0,0.0,0.0,0.4,0.9,0.4,0.4,0.5,0.9,0.6,0.7,0.9,1.6,0.1,0.2,0.2,0.3,0.5,1.3
Khem Birch,Career,NBA,92.0,1.0,13.3,1.7,3.0,0.574,0.0,0.0,0.0,1.7,3.0,0.5760000000000001,0.574,1.1,1.6,0.6940000000000001,1.6,2.4,4.0,0.8,0.4,0.5,0.4,1.4,4.5
Jabari Bird,Career,NBA,13.0,1.0,8.8,1.2,2.0,0.5770000000000001,0.2,0.5,0.429,0.9,1.5,0.632,0.635,0.5,1.0,0.462,0.5,1.0,1.5,0.6,0.2,0.1,0.6,0.5,3.0
Larry Bird,Career,NBA,897.0,870.0,38.4,9.6,19.3,0.496,0.7,1.9,0.376,8.9,17.4,0.509,0.514,4.4,5.0,0.8859999999999999,2.0,8.0,10.0,6.3,1.7,0.8,3.1,2.5,24.3
Otis Birdsong,Career,NBA,696.0,317.0,31.1,7.7,15.2,0.506,0.1,0.3,0.27399999999999997,7.6,14.9,0.51,0.509,2.6,3.9,0.655,1.3,1.7,3.0,3.2,1.2,0.2,2.1,2.6,18.0
Bismack Biyombo,Career,NBA,583.0,242.0,20.3,1.9,3.6,0.517,0.0,0.0,0.0,1.9,3.6,0.518,0.517,1.2,2.2,0.5710000000000001,1.9,4.3,6.3,0.5,0.3,1.4,0.9,2.2,4.9
Nemanja Bjelica,Career,NBA,269.0,92.0,20.2,2.7,5.8,0.46,1.1,2.8,0.381,1.6,3.0,0.5329999999999999,0.551,0.7,0.9,0.755,1.1,3.3,4.4,1.5,0.6,0.4,0.9,2.4,7.1
Uwe Blab,Career,NBA,235.0,34.0,8.4,0.8,1.8,0.433,0.0,0.0,0.0,0.8,1.8,0.433,0.433,0.6,0.9,0.608,0.5,1.2,1.8,0.4,0.1,0.4,0.6,1.5,2.1
Tarik Black,Career,NBA,220.0,57.0,15.1,2.0,3.6,0.55,0.0,0.1,0.14300000000000002,2.0,3.6,0.557,0.551,0.9,1.5,0.5820000000000001,1.8,2.9,4.7,0.5,0.4,0.5,0.7,2.3,4.9
